response,predictor,coefficient
TS,1225,-2.8228931046463108
TS,1226,-3.3731838346143257
TS,1227,-3.7964437782920819
TS,1228,-4.2191170766397184
TS,1229,-4.7056603960904395
TS,1230,-4.8964273444159989
TS,1231,-5.615993029036888
TS,1232,-5.820637848604048
TS,1233,-5.9189039395853467
TS,1234,-6.0243815541125363
TS,1235,-6.3912921002865231
TS,1236,-6.6514071779934945
TS,1237,-6.2097877037034674
TS,1238,-6.0842183349833592
TS,1239,-6.1168574525383912
TS,1240,-5.8594338580274581
TS,1241,-5.5917926708693253
TS,1242,-5.6603560173039345
TS,1243,-5.3230279516434607
TS,1244,-4.8398192899856713
TS,1245,-4.9939991775252963
TS,1246,-4.8299255982305427
TS,1247,-4.6032394359229407
TS,1248,-4.7308355422209312
TS,1249,-4.3149941786673054
TS,1250,-4.5295040580011365
TS,1251,-4.1582902726222901
TS,1252,-4.1065141370026179
TS,1253,-4.1821543930397427
TS,1254,-4.00601560834387
TS,1255,-4.1256843073368374
TS,1256,-4.0336774978978678
TS,1257,-4.1538260912982086
TS,1258,-3.9800555265742985
TS,1259,-4.0086468888648845
TS,1260,-3.8231894212309703
TS,1261,-3.7919539848489285
TS,1262,-3.6972713711523681
TS,1263,-3.5679667162114064
TS,1264,-3.3354859937094212
TS,1265,-3.0635326491146579
TS,1266,-2.9189375966022451
TS,1267,-2.6273198011667245
TS,1268,-2.7975349315040905
TS,1269,-2.2476408387048914
TS,1270,-2.3921913073093291
TS,1271,-2.0699407280221345
TS,1272,-1.629405076973433
TS,1273,-1.3690392251448658
TS,1274,-1.2155203479286849
TS,1275,-1.341052563240285
TS,1276,-0.78145561333217384
TS,1277,-1.0219855341743158
TS,1278,-0.93390112331278563
TS,1279,-0.8629032510495328
TS,1280,-0.74957918367250842
TS,1281,-0.67565526220360916
TS,1282,-0.74177066718226981
TS,1283,-1.1594210474369071
TS,1284,-0.96990800257143384
TS,1285,-1.0222042338289046
TS,1286,-1.1502135646994724
TS,1287,-1.3279967296929913
TS,1288,-1.4338001314642512
TS,1289,-1.6616197072505456
TS,1290,-1.8691721023828063
TS,1291,-1.6262161694216555
TS,1292,-1.8588886594380105
TS,1293,-1.6667195379856543
TS,1294,-1.7842455618241897
TS,1295,-1.815260568791119
TS,1296,-2.1806094158095322
TS,1297,-2.0255852969111601
TS,1298,-2.2196692870570622
TS,1299,-2.2254869601762994
TS,1300,-2.3389401886837824
TS,1301,-2.1681152469103755
TS,1302,-2.268139574631959
TS,1303,-2.3502957028199023
TS,1304,-2.3067909112838403
TS,1305,-2.5209847144901985
TS,1306,-2.0395910563281565
TS,1307,-2.1627514891528818
TS,1308,-2.2250700626043827
TS,1309,-2.0514703169945387
TS,1310,-1.7478828013338763
TS,1311,-1.8784112689992083
TS,1312,-1.5383409453758652
TS,1313,-1.5745464885349971
TS,1314,-1.2999597587397003
TS,1315,-1.2719927347090423
TS,1316,-1.7400271804335568
TS,1317,-1.1801596584526417
TS,1318,-0.58728247065517358
TS,1319,-0.80581840630330637
TS,1320,-0.68300263994086463
TS,1321,-0.6567608042848615
TS,1322,-0.53582230684641574
TS,1323,-0.50554807230494625
TS,1324,-0.29602045597113236
TS,1325,-0.46224689897557403
TS,1326,-0.63125565187840993
TS,1327,-0.37019311556872686
TS,1328,-0.48724975722971753
TS,1329,-0.36600822327794846
TS,1330,-0.45004788431929832
TS,1331,-0.36864137025196503
TS,1332,-0.68891436213991519
TS,1333,-0.36247389794740803
TS,1334,-0.64149234377815023
TS,1335,-0.76988226204963495
TS,1336,-0.79785385441464085
TS,1337,-0.81466222916707653
TS,1338,-1.0706067739442102
TS,1339,-1.4922567323860236
TS,1340,-1.7674623206076232
TS,1341,-1.7335655190483892
TS,1342,-1.9048722083505143
TS,1343,-2.3084722663939456
TS,1344,-2.5948913051344182
TS,1345,-2.647314849071742
TS,1346,-2.9236332714569837
TS,1347,-2.8287919766025893
TS,1348,-3.0958440413238395
TS,1349,-2.9832228380424013
TS,1350,-2.9912688366985174
TS,1351,-3.0361017938840527
TS,1352,-2.9989478341280038
TS,1353,-3.0361755889849507
TS,1354,-2.8300542232225085
TS,1355,-2.7690040660909974
TS,1356,-2.711670976298322
TS,1357,-2.5432152831735686
TS,1358,-2.4011682168587463
TS,1359,-2.4098232249110341
TS,1360,-2.4689172285509535
TS,1361,-2.2512892686803596
TS,1362,-2.2649404345639672
TS,1363,-2.1945118911147983
TS,1364,-2.004072371459602
TS,1365,-1.6873341656471601
TS,1366,-1.7969211804784948
TS,1367,-1.4328791175190922
TS,1368,-0.99929278059310767
TS,1369,-0.69939315605821628
TS,1370,-0.21643769491195963
TS,1371,0.094367956233233116
TS,1372,0.52230014240587941
TS,1373,0.81643106023038992
TS,1374,1.1743599871619053
TS,1375,1.5703342638803701
TS,1376,1.9184221697688948
TS,1377,2.1654484065795403
TS,1378,2.3375820525891635
TS,1379,2.3864291256662615
TS,1380,2.6138464569075999
TS,1381,2.8482219347963929
TS,1382,3.0714456288071426
TS,1383,3.1486223237078677
TS,1384,3.3771556420277333
TS,1385,3.3764581983451549
TS,1386,3.3997945190730898
TS,1387,3.6162192598151597
TS,1388,3.5894818835246323
TS,1389,3.6354899673131977
TS,1390,3.7974410280277553
TS,1391,3.8207229706305639
TS,1392,3.8238535505028652
TS,1393,3.8844103370067251
TS,1394,3.8741846405133802
TS,1395,3.7378386208216439
TS,1396,3.6447818546140924
TS,1397,3.5019252920158075
TS,1398,3.3563838673335513
TS,1399,3.1455060001094144
TS,1400,2.8950049670523126
TS,1401,2.6592858846321281
TS,1402,2.3925340788097182
TS,1403,2.1181292572806374
TS,1404,1.8293954872317542
TS,1405,1.6179146138277392
TS,1406,1.4311219917285123
TS,1407,1.2025493788204347
TS,1408,1.0211036858092568
TS,1409,0.71207097551938736
TS,1410,0.6583893260066439
TS,1411,0.40583898132146534
TS,1412,0.27536371097333467
TS,1413,0.15755791857798904
TS,1414,0.06591115844417042
TS,1415,-0.034956166620996931
TS,1416,-0.045876856165522194
TS,1417,-0.1110030478258795
TS,1418,-0.062596265568287637
TS,1419,-0.082622640823651353
TS,1420,-0.0073809107255850921
TS,1421,0.081719503224657236
TS,1422,0.21353492568592983
TS,1423,0.42195764671909342
TS,1424,0.69941226624318664
TS,1425,1.0342254478965205
TS,1426,1.4384576235954105
TS,1427,1.913608214405089
TS,1428,2.4513691284163266
TS,1429,3.0436652226900534
TS,1430,3.6167425039261478
TS,1431,4.2706142397374887
TS,1432,4.8065098553057934
TS,1433,5.3073769942240121
TS,1434,5.6719127196280743
TS,1435,5.9618483845850996
TS,1436,6.1235973887991255
TS,1437,6.1448686582587566
TS,1438,5.9985113885307948
TS,1439,5.7439388622666367
TS,1440,5.3109915125844926
TS,1441,4.8169503385872741
TS,1442,4.228145037321597
TS,1443,3.6412667390023294
TS,1444,2.9596497093795855
TS,1445,2.2707191370331588
TS,1446,1.6603054876874896
TS,1447,1.082311864734038
TS,1448,0.51026315500875175
TS,1449,0.063270829552110774
TS,1450,-0.32046199938427444
TS,1451,-0.65047866533558263
TS,1452,-0.94906275669367235
TS,1453,-1.1682592574999837
TS,1454,-1.3139236470336826
TS,1455,-1.4650179711898406
TS,1456,-1.552413633836907
TS,1457,-1.6228798417715473
TS,1458,-1.6489890748050995
TS,1459,-1.6286430102484641
TS,1460,-1.6687967884433828
TS,1461,-1.6411387131804214
TS,1462,-1.5842597059895218
TS,1463,-1.5455562612603815
TS,1464,-1.5027277816478353
TS,1465,-1.4350863793671855
TS,1466,-1.3719266253056157
TS,1467,-1.333119818450017
TS,1468,-1.2323342572108877
TS,1469,-1.1953376414440868
TS,1470,-1.1512555217047606
TS,1471,-1.0729693554792947
TS,1472,-0.98495734260310264
TS,1473,-0.94343446538495002
TS,1474,-0.84851323477016083
TS,1475,-0.79397055090246116
TS,1476,-0.73526926949979676
TS,1477,-0.64778327511575828
TS,1478,-0.58356311283236073
TS,1479,-0.503790731118265
TS,1480,-0.44551941361483571
TS,1481,-0.386134342493264
TS,1482,-0.31704284932354954
TS,1483,-0.28513850558640336
TS,1484,-0.22149589462668645
TS,1485,-0.14873353004052539
TS,1486,-0.092844423190490979
TS,1487,-0.051631185049579524
TS,1488,0.023223173674031393
TS,1489,0.12045159109054704
TS,1490,0.13217588644705533
TS,1491,0.20339979834471478
TS,1492,0.2736964583696766
TS,1493,0.33340290006159001
TS,1494,0.386050314270937
TS,1495,0.4414768334943085
TS,1496,0.4841446111865107
TS,1497,0.57420922721826895
TS,1498,0.62675962114475459
TS,1499,0.68170552992393174
TS,1500,0.78007324683892165
TS,1501,0.81713694420552174
TS,1502,0.85173470472905499
TS,1503,0.90103252554444657
TS,1504,0.97567576060361638
TS,1505,1.0315524832839145
TS,1506,1.083669167320146
TS,1507,1.1167642299129752
TS,1508,1.1962035912487883
TS,1509,1.2705865484093763
TS,1510,1.3088837196578753
TS,1511,1.3860051603984214
TS,1512,1.4631161350525121
TS,1513,1.5537002586357045
TS,1514,1.6016634700035532
TS,1515,1.7074704025743563
TS,1516,1.7596342542901451
TS,1517,1.8602575688630909
TS,1518,1.9057099882809576
TS,1519,1.990401956701374
TS,1520,2.0544964560600976
TS,1521,2.1433909436801564
TS,1522,2.1781278938911983
TS,1523,2.2432013604464931
TS,1524,2.2765396203759556
TS,1525,2.3100604614292242
TS,1526,2.3062667243771866
TS,1527,2.3480569583022399
TS,1528,2.3944073481390693
TS,1529,2.3763214830719734
TS,1530,2.375232952650093
TS,1531,2.3733330666274357
TS,1532,2.3393993592224405
TS,1533,2.3088504557245444
TS,1534,2.3043929638558183
TS,1535,2.2397940584329814
TS,1536,2.2100659876344895
TS,1537,2.1893228605369743
TS,1538,2.1228199781284203
TS,1539,2.076855499920895
TS,1540,2.027590544945574
TS,1541,1.9882913924311005
TS,1542,1.9581244961773712
TS,1543,1.9100195272514429
TS,1544,1.8702499358917464
TS,1545,1.9011078965856525
TS,1546,1.8509189636626924
TS,1547,1.8461900316569089
TS,1548,1.8314702352206373
TS,1549,1.8217137881012229
TS,1550,1.8019795818611601
TS,1551,1.8292422233214978
